seed,observer,num_distractors,accuracy,reward,relative_processing_cost,relative_efficiency
3074,O4,35,0.705,0.41,4.12,0.1711165048543689
3074,O5R,35,0.5,0.0,4.12,0.12135922330097088
3111,O1,0,0.67375,0.3475,1.0,0.67375
3111,O2,0,0.49375,-0.0125,3.0,0.16458333333333333
3111,O3,0,0.66125,0.3225,1.3199999999999998,0.5009469696969697
3111,O4,0,0.64875,0.2975,1.3199999999999998,0.4914772727272728
3111,O5R,0,0.49375,-0.0125,1.3199999999999998,0.3740530303030304
3111,O1,2,0.67375,0.3475,1.0,0.67375
3111,O2,2,0.49375,-0.0125,5.0,0.09875
3111,O3,2,0.6625,0.325,1.4799999999999998,0.4476351351351352
3111,O4,2,0.64875,0.2975,1.4799999999999998,0.4383445945945947
3111,O5R,2,0.49375,-0.0125,1.4799999999999998,0.3336148648648649
3111,O1,5,0.67375,0.3475,1.0,0.67375
3111,O2,5,0.49375,-0.0125,8.0,0.06171875
3111,O3,5,0.6625,0.325,1.7199999999999998,0.3851744186046512
3111,O4,5,0.64875,0.2975,1.7199999999999998,0.3771802325581396
3111,O5R,5,0.49375,-0.0125,1.7199999999999998,0.28706395348837216
3111,O1,10,0.67375,0.3475,1.0,0.67375
3111,O2,10,0.49375,-0.0125,13.0,0.037980769230769235
3111,O3,10,0.66375,0.3275,2.12,0.3130896226415094
3111,O4,10,0.64875,0.2975,2.12,0.30601415094339623
3111,O5R,10,0.49375,-0.0125,2.12,0.2329009433962264
3111,O1,20,0.67375,0.3475,1.0,0.67375
3111,O2,20,0.5,0.0,23.0,0.021739130434782608
3111,O3,20,0.67375,0.3475,2.92,0.230736301369863
3111,O4,20,0.64875,0.2975,2.92,0.2221746575342466
3111,O5R,20,0.49375,-0.0125,2.92,0.16909246575342468
3111,O1,35,0.67375,0.3475,1.0,0.67375
3111,O2,35,0.50875,0.0175,38.0,0.013388157894736843
3111,O3,35,0.67375,0.3475,4.12,0.16353155339805825
3111,O4,35,0.64875,0.2975,4.12,0.1574635922330097
3111,O5R,35,0.49375,-0.0125,4.12,0.11984223300970874
3148,O1,0,0.7025,0.405,1.0,0.7025
3148,O2,0,0.5075,0.015,3.0,0.16916666666666666
3148,O3,0,0.5475,0.095,1.3199999999999998,0.4147727272727273
3148,O4,0,0.655,0.31,1.3199999999999998,0.49621212121212127
3148,O5R,0,0.5475,0.095,1.3199999999999998,0.4147727272727273
3148,O1,2,0.7025,0.405,1.0,0.7025
3148,O2,2,0.5075,0.015,5.0,0.10149999999999999
3148,O3,2,0.5475,0.095,1.4799999999999998,0.36993243243243246
3148,O4,2,0.655,0.31,1.4799999999999998,0.44256756756756765
3148,O5R,2,0.5475,0.095,1.4799999999999998,0.36993243243243246
3148,O1,5,0.7025,0.405,1.0,0.7025
3148,O2,5,0.5075,0.015,8.0,0.0634375
3148,O3,5,0.5475,0.095,1.7199999999999998,0.31831395348837216
3148,O4,5,0.655,0.31,1.7199999999999998,0.38081395348837216
3148,O5R,5,0.5475,0.095,1.7199999999999998,0.31831395348837216
3148,O1,10,0.7025,0.405,1.0,0.7025
3148,O2,10,0.5075,0.015,13.0,0.039038461538461536
3148,O3,10,0.5475,0.095,2.12,0.25825471698113206
3148,O4,10,0.655,0.31,2.12,0.3089622641509434
3148,O5R,10,0.5475,0.095,2.12,0.25825471698113206
3148,O1,20,0.7025,0.405,1.0,0.7025
3148,O2,20,0.50875,0.0175,23.0,0.022119565217391307
3148,O3,20,0.5475,0.095,2.92,0.1875
3148,O4,20,0.655,0.31,2.92,0.2243150684931507
3148,O5R,20,0.5475,0.095,2.92,0.1875
3148,O1,35,0.7025,0.405,1.0,0.7025
3148,O2,35,0.52125,0.0425,38.0,0.013717105263157895
3148,O3,35,0.5475,0.095,4.12,0.1328883495145631
3148,O4,35,0.655,0.31,4.12,0.15898058252427186
3148,O5R,35,0.5475,0.095,4.12,0.1328883495145631
3185,O1,0,0.79,0.58,1.0,0.79
3185,O2,0,0.52,0.04,3.0,0.17333333333333334
3185,O3,0,0.7325,0.465,1.3199999999999998,0.5549242424242425
3185,O4,0,0.7325,0.465,1.3199999999999998,0.5549242424242425
3185,O5R,0,0.64125,0.2825,1.3199999999999998,0.4857954545454546
3185,O1,2,0.79,0.58,1.0,0.79
3185,O2,2,0.5275,0.055,5.0,0.1055
3185,O3,2,0.7325,0.465,1.4799999999999998,0.4949324324324325
3185,O4,2,0.7325,0.465,1.4799999999999998,0.4949324324324325
3185,O5R,2,0.64125,0.2825,1.4799999999999998,0.4332770270270271
3185,O1,5,0.79,0.58,1.0,0.79
3185,O2,5,0.5325,0.065,8.0,0.0665625
3185,O3,5,0.7325,0.465,1.7199999999999998,0.4258720930232559
3185,O4,5,0.7325,0.465,1.7199999999999998,0.4258720930232559
3185,O5R,5,0.64125,0.2825,1.7199999999999998,0.3728197674418605
3185,O1,10,0.79,0.58,1.0,0.79
3185,O2,10,0.535,0.07,13.0,0.04115384615384616
3185,O3,10,0.7325,0.465,2.12,0.3455188679245283
3185,O4,10,0.7325,0.465,2.12,0.3455188679245283
3185,O5R,10,0.64125,0.2825,2.12,0.3024764150943396
3185,O1,20,0.79,0.58,1.0,0.79
3185,O2,20,0.54375,0.0875,23.0,0.023641304347826086
3185,O3,20,0.7325,0.465,2.92,0.2508561643835617
3185,O4,20,0.7325,0.465,2.92,0.2508561643835617
3185,O5R,20,0.64125,0.2825,2.92,0.21960616438356165
3185,O1,35,0.79125,0.5825,1.0,0.79125
3185,O2,35,0.56625,0.1325,38.0,0.014901315789473684
3185,O3,35,0.7325,0.465,4.12,0.17779126213592233
3185,O4,35,0.7325,0.465,4.12,0.17779126213592233
3185,O5R,35,0.64125,0.2825,4.12,0.15564320388349515
3222,O1,0,0.6425,0.285,1.0,0.6425
3222,O2,0,0.50625,0.0125,3.0,0.16874999999999998
3222,O3,0,0.68,0.36,1.3199999999999998,0.5151515151515152
3222,O4,0,0.78125,0.5625,1.3199999999999998,0.5918560606060607
3222,O5R,0,0.62875,0.2575,1.3199999999999998,0.4763257575757577
3222,O1,2,0.645,0.29,1.0,0.645
3222,O2,2,0.50625,0.0125,5.0,0.10124999999999999
3222,O3,2,0.68,0.36,1.4799999999999998,0.45945945945945954
3222,O4,2,0.78125,0.5625,1.4799999999999998,0.5278716216216217
3222,O5R,2,0.62875,0.2575,1.4799999999999998,0.4248310810810812
3222,O1,5,0.65,0.3,1.0,0.65
3222,O2,5,0.50625,0.0125,8.0,0.06328125
3222,O3,5,0.68,0.36,1.7199999999999998,0.3953488372093024
3222,O4,5,0.78125,0.5625,1.7199999999999998,0.45421511627906985
3222,O5R,5,0.62875,0.2575,1.7199999999999998,0.36555232558139544
3222,O1,10,0.65,0.3,1.0,0.65
3222,O2,10,0.50625,0.0125,13.0,0.03894230769230769
3222,O3,10,0.68,0.36,2.12,0.32075471698113206
3222,O4,10,0.78125,0.5625,2.12,0.36851415094339623
3222,O5R,10,0.62875,0.2575,2.12,0.2965801886792453
3222,O1,20,0.65,0.3,1.0,0.65
3222,O2,20,0.51,0.02,23.0,0.022173913043478263
3222,O3,20,0.68,0.36,2.92,0.23287671232876714
3222,O4,20,0.78125,0.5625,2.92,0.2675513698630137
3222,O5R,20,0.62875,0.2575,2.92,0.21532534246575344
3222,O1,35,0.6525,0.305,1.0,0.6525
3222,O2,35,0.5175,0.035,38.0,0.013618421052631578
3222,O3,35,0.68,0.36,4.12,0.1650485436893204
3222,O4,35,0.78125,0.5625,4.12,0.18962378640776698
3222,O5R,35,0.62875,0.2575,4.12,0.15260922330097088
3259,O1,0,0.70375,0.4075,1.0,0.70375
3259,O2,0,0.505,0.01,3.0,0.16833333333333333
3259,O3,0,0.6975,0.395,1.3199999999999998,0.5284090909090909
3259,O4,0,0.67375,0.3475,1.3199999999999998,0.5104166666666667
3259,O5R,0,0.63375,0.2675,1.3199999999999998,0.48011363636363646
3259,O1,2,0.70375,0.4075,1.0,0.70375
3259,O2,2,0.505,0.01,5.0,0.101
3259,O3,2,0.6975,0.395,1.4799999999999998,0.4712837837837839
3259,O4,2,0.67375,0.3475,1.4799999999999998,0.4552364864864865
3259,O5R,2,0.63375,0.2675,1.4799999999999998,0.42820945945945954
3259,O1,5,0.70375,0.4075,1.0,0.70375
3259,O2,5,0.505,0.01,8.0,0.063125
3259,O3,5,0.6975,0.395,1.7199999999999998,0.40552325581395354
3259,O4,5,0.67375,0.3475,1.7199999999999998,0.3917151162790698
3259,O5R,5,0.63375,0.2675,1.7199999999999998,0.3684593023255815
3259,O1,10,0.70375,0.4075,1.0,0.70375
3259,O2,10,0.505,0.01,13.0,0.03884615384615385
3259,O3,10,0.6975,0.395,2.12,0.3290094339622641
3259,O4,10,0.6725,0.345,2.12,0.31721698113207547
3259,O5R,10,0.63375,0.2675,2.12,0.298938679245283
3259,O1,20,0.70375,0.4075,1.0,0.70375
3259,O2,20,0.505,0.01,23.0,0.021956521739130434
3259,O3,20,0.70125,0.4025,2.92,0.24015410958904113
3259,O4,20,0.675,0.35,2.92,0.23116438356164384
3259,O5R,20,0.63375,0.2675,2.92,0.21703767123287673
3259,O1,35,0.705,0.41,1.0,0.705
3259,O2,35,0.5075,0.015,38.0,0.013355263157894736
3259,O3,35,0.70375,0.4075,4.12,0.1708131067961165
3259,O4,35,0.67375,0.3475,4.12,0.16353155339805825
3259,O5R,35,0.63375,0.2675,4.12,0.15382281553398058
3296,O1,0,0.71125,0.4225,1.0,0.71125
3296,O2,0,0.50375,0.0075,3.0,0.1679166666666667
3296,O3,0,0.685,0.37,1.3199999999999998,0.518939393939394
3296,O4,0,0.74,0.48,1.3199999999999998,0.5606060606060607
3296,O5R,0,0.62625,0.2525,1.3199999999999998,0.47443181818181823
3296,O1,2,0.71125,0.4225,1.0,0.71125
3296,O2,2,0.50375,0.0075,5.0,0.10075
3296,O3,2,0.685,0.37,1.4799999999999998,0.46283783783783794
3296,O4,2,0.74,0.48,1.4799999999999998,0.5000000000000001
3296,O5R,2,0.62625,0.2525,1.4799999999999998,0.42314189189189194
3296,O1,5,0.71125,0.4225,1.0,0.71125
3296,O2,5,0.50375,0.0075,8.0,0.06296875
3296,O3,5,0.685,0.37,1.7199999999999998,0.39825581395348847
3296,O4,5,0.74,0.48,1.7199999999999998,0.4302325581395349
3296,O5R,5,0.62625,0.2525,1.7199999999999998,0.36409883720930236
3296,O1,10,0.71125,0.4225,1.0,0.71125
3296,O2,10,0.50375,0.0075,13.0,0.03875
3296,O3,10,0.685,0.37,2.12,0.3231132075471698
3296,O4,10,0.74,0.48,2.12,0.3490566037735849
3296,O5R,10,0.62625,0.2525,2.12,0.2954009433962264
3296,O1,20,0.71125,0.4225,1.0,0.71125
3296,O2,20,0.50375,0.0075,23.0,0.021902173913043478
3296,O3,20,0.685,0.37,2.92,0.23458904109589043
3296,O4,20,0.74,0.48,2.92,0.2534246575342466
3296,O5R,20,0.62625,0.2525,2.92,0.21446917808219176
3296,O1,35,0.71375,0.4275,1.0,0.71375
3296,O2,35,0.50375,0.0075,38.0,0.013256578947368421
3296,O3,35,0.685,0.37,4.12,0.1662621359223301
3296,O4,35,0.74,0.48,4.12,0.1796116504854369
3296,O5R,35,0.62625,0.2525,4.12,0.15200242718446602
3333,O1,0,0.6025,0.205,1.0,0.6025
3333,O2,0,0.50625,0.0125,3.0,0.16874999999999998
3333,O3,0,0.6075,0.215,1.3199999999999998,0.4602272727272728
3333,O4,0,0.50625,0.0125,1.3199999999999998,0.3835227272727273
3333,O5R,0,0.65625,0.3125,1.3199999999999998,0.497159090909091
3333,O1,2,0.6025,0.205,1.0,0.6025
3333,O2,2,0.50625,0.0125,5.0,0.10124999999999999
3333,O3,2,0.6075,0.215,1.4799999999999998,0.4104729729729731
3333,O4,2,0.50625,0.0125,1.4799999999999998,0.34206081081081086
3333,O5R,2,0.65625,0.3125,1.4799999999999998,0.4434121621621622
3333,O1,5,0.6025,0.205,1.0,0.6025
3333,O2,5,0.50625,0.0125,8.0,0.06328125
3333,O3,5,0.6075,0.215,1.7199999999999998,0.3531976744186047
3333,O4,5,0.50625,0.0125,1.7199999999999998,0.29433139534883723
3333,O5R,5,0.65625,0.3125,1.7199999999999998,0.38154069767441867
3333,O1,10,0.6025,0.205,1.0,0.6025
3333,O2,10,0.50625,0.0125,13.0,0.03894230769230769
3333,O3,10,0.6075,0.215,2.12,0.2865566037735849
3333,O4,10,0.50625,0.0125,2.12,0.23879716981132074
3333,O5R,10,0.65625,0.3125,2.12,0.3095518867924528
3333,O1,20,0.6025,0.205,1.0,0.6025
3333,O2,20,0.5075,0.015,23.0,0.022065217391304345
3333,O3,20,0.6075,0.215,2.92,0.20804794520547948
3333,O4,20,0.50625,0.0125,2.92,0.17337328767123286
3333,O5R,20,0.65625,0.3125,2.92,0.2247431506849315
3333,O1,35,0.6025,0.205,1.0,0.6025
3333,O2,35,0.515,0.03,38.0,0.013552631578947368
3333,O3,35,0.6075,0.215,4.12,0.14745145631067963
3333,O4,35,0.50625,0.0125,4.12,0.122876213592233
3333,O5R,35,0.65625,0.3125,4.12,0.15928398058252427
3370,O1,0,0.70375,0.4075,1.0,0.70375
3370,O2,0,0.51875,0.0375,3.0,0.1729166666666667
3370,O3,0,0.725,0.45,1.3199999999999998,0.5492424242424243
3370,O4,0,0.59375,0.1875,1.3199999999999998,0.44981060606060613
3370,O5R,0,0.625,0.25,1.3199999999999998,0.47348484848484856
3370,O1,2,0.70375,0.4075,1.0,0.70375
3370,O2,2,0.51875,0.0375,5.0,0.10375000000000001
3370,O3,2,0.72625,0.4525,1.4799999999999998,0.4907094594594595
3370,O4,2,0.59375,0.1875,1.4799999999999998,0.4011824324324325
3370,O5R,2,0.625,0.25,1.4799999999999998,0.42229729729729737
3370,O1,5,0.70375,0.4075,1.0,0.70375
3370,O2,5,0.51875,0.0375,8.0,0.06484375
3370,O3,5,0.72625,0.4525,1.7199999999999998,0.4222383720930233
3370,O4,5,0.59375,0.1875,1.7199999999999998,0.3452034883720931
3370,O5R,5,0.625,0.25,1.7199999999999998,0.36337209302325585
3370,O1,10,0.70375,0.4075,1.0,0.70375
3370,O2,10,0.52125,0.0425,13.0,0.040096153846153844
3370,O3,10,0.72625,0.4525,2.12,0.3425707547169811
3370,O4,10,0.59375,0.1875,2.12,0.2800707547169811
3370,O5R,10,0.625,0.25,2.12,0.29481132075471694
3370,O1,20,0.70375,0.4075,1.0,0.70375
3370,O2,20,0.52375,0.0475,23.0,0.022771739130434784
3370,O3,20,0.72625,0.4525,2.92,0.24871575342465752
3370,O4,20,0.59375,0.1875,2.92,0.2033390410958904
3370,O5R,20,0.625,0.25,2.92,0.21404109589041095
3370,O1,35,0.70375,0.4075,1.0,0.70375
3370,O2,35,0.54875,0.0975,38.0,0.014440789473684209
3370,O3,35,0.725,0.45,4.12,0.17597087378640774
3370,O4,35,0.59375,0.1875,4.12,0.14411407766990292
3370,O5R,35,0.625,0.25,4.12,0.15169902912621358
3407,O1,0,0.59,0.18,1.0,0.59
3407,O2,0,0.5,0.0,3.0,0.16666666666666666
3407,O3,0,0.78375,0.5675,1.3199999999999998,0.59375
3407,O4,0,0.77875,0.5575,1.3199999999999998,0.5899621212121213
3407,O5R,0,0.58,0.16,1.3199999999999998,0.4393939393939394
3407,O1,2,0.59,0.18,1.0,0.59
3407,O2,2,0.5,0.0,5.0,0.1
3407,O3,2,0.78375,0.5675,1.4799999999999998,0.5295608108108109
3407,O4,2,0.77875,0.5575,1.4799999999999998,0.5261824324324326
3407,O5R,2,0.58,0.16,1.4799999999999998,0.39189189189189194
3407,O1,5,0.59,0.18,1.0,0.59
3407,O2,5,0.5,0.0,8.0,0.0625
3407,O3,5,0.78375,0.5675,1.7199999999999998,0.4556686046511628
3407,O4,5,0.77875,0.5575,1.7199999999999998,0.4527616279069768
3407,O5R,5,0.58,0.16,1.7199999999999998,0.33720930232558144
3407,O1,10,0.59,0.18,1.0,0.59
3407,O2,10,0.5,0.0,13.0,0.038461538461538464
3407,O3,10,0.78375,0.5675,2.12,0.36969339622641506
3407,O4,10,0.77875,0.5575,2.12,0.36733490566037735
3407,O5R,10,0.58,0.16,2.12,0.27358490566037735
3407,O1,20,0.59,0.18,1.0,0.59
3407,O2,20,0.5,0.0,23.0,0.021739130434782608
3407,O3,20,0.78375,0.5675,2.92,0.2684075342465753
3407,O4,20,0.77875,0.5575,2.92,0.2666952054794521
3407,O5R,20,0.58,0.16,2.92,0.19863013698630136
3407,O1,35,0.59,0.18,1.0,0.59
3407,O2,35,0.50375,0.0075,38.0,0.013256578947368421
3407,O3,35,0.78375,0.5675,4.12,0.19023058252427183
3407,O4,35,0.77875,0.5575,4.12,0.18901699029126215
3407,O5R,35,0.58,0.16,4.12,0.1407766990291262
3444,O1,0,0.52,0.04,1.0,0.52
3444,O2,0,0.52,0.04,3.0,0.17333333333333334
3444,O3,0,0.6,0.2,1.3199999999999998,0.4545454545454546
3444,O4,0,0.67875,0.3575,1.3199999999999998,0.5142045454545455
3444,O5R,0,0.5775,0.155,1.3199999999999998,0.43750000000000006
3444,O1,2,0.52,0.04,1.0,0.52
3444,O2,2,0.52,0.04,5.0,0.10400000000000001
3444,O3,2,0.60125,0.2025,1.4799999999999998,0.40625000000000006
3444,O4,2,0.67875,0.3575,1.4799999999999998,0.4586148648648649
3444,O5R,2,0.5775,0.155,1.4799999999999998,0.3902027027027028
3444,O1,5,0.52,0.04,1.0,0.52
3444,O2,5,0.52,0.04,8.0,0.065
3444,O3,5,0.60375,0.2075,1.7199999999999998,0.3510174418604652
3444,O4,5,0.67875,0.3575,1.7199999999999998,0.39462209302325585
3444,O5R,5,0.5775,0.155,1.7199999999999998,0.3357558139534884
3444,O1,10,0.52,0.04,1.0,0.52
3444,O2,10,0.52,0.04,13.0,0.04
3444,O3,10,0.60375,0.2075,2.12,0.2847877358490566
3444,O4,10,0.67875,0.3575,2.12,0.3201650943396226
3444,O5R,10,0.5775,0.155,2.12,0.27240566037735847
3444,O1,20,0.52,0.04,1.0,0.52
3444,O2,20,0.52,0.04,23.0,0.022608695652173914
3444,O3,20,0.60375,0.2075,2.92,0.206763698630137
3444,O4,20,0.67875,0.3575,2.92,0.2324486301369863
3444,O5R,20,0.5775,0.155,2.92,0.19777397260273974
3444,O1,35,0.52,0.04,1.0,0.52
3444,O2,35,0.52875,0.0575,38.0,0.013914473684210527
3444,O3,35,0.60375,0.2075,4.12,0.14654126213592233
3444,O4,35,0.67875,0.3575,4.12,0.16474514563106796
3444,O5R,35,0.5775,0.155,4.12,0.14016990291262135
